"The 2009 PSSA Science School Level Proficiency Results",,,,,,,,,,,,
"(Full Academic Year; No PASA Scores) Groups with less than 10 students assessed were removed from the file. Percentages were rounded to the nearest tenth. Proficiency percentages may not add up to 100 due to rounding.",,,,,,,,,,,,
,,,,,,,,,,,,
"AUN","School #","County","IU Number","District","School","Grade","Group","Number Scored Science","% Advanced Science","% Proficient Science","% Basic Science","% Below Basic Science"
112671603,"000004551","York",12,"DALLASTOWN AREA SD","ORE VALLEY EL SCH",4,"All students",153,51.6,43.8,3.9,0.7
112671603,"000004551","York",12,"DALLASTOWN AREA SD","ORE VALLEY EL SCH",4,"Male",78,43.6,52.6,3.8,0.0
112671603,"000004551","York",12,"DALLASTOWN AREA SD","ORE VALLEY EL SCH",4,"Female",75,60.0,34.7,4.0,1.3
112671603,"000004551","York",12,"DALLASTOWN AREA SD","ORE VALLEY EL SCH",4,"White",119,57.1,39.5,2.5,0.8
112671603,"000004551","York",12,"DALLASTOWN AREA SD","ORE VALLEY EL SCH",4,"Black",12,8.3,83.3,8.3,0.0
112671603,"000004551","York",12,"DALLASTOWN AREA SD","ORE VALLEY EL SCH",4,"Asian",13,61.5,38.5,0.0,0.0
112671603,"000004551","York",12,"DALLASTOWN AREA SD","ORE VALLEY EL SCH",4,"IEP",12,16.7,66.7,16.7,0.0
112671603,"000004551","York",12,"DALLASTOWN AREA SD","ORE VALLEY EL SCH",4,"Economically Disadvantaged",29,13.8,69.0,13.8,3.4
112671603,"000004549","York",12,"DALLASTOWN AREA SD","YORK TWP EL SCH",4,"All students",123,61.0,35.0,3.3,0.8
112671603,"000004549","York",12,"DALLASTOWN AREA SD","YORK TWP EL SCH",4,"Male",61,65.6,31.1,3.3,0.0
112671603,"000004549","York",12,"DALLASTOWN AREA SD","YORK TWP EL SCH",4,"Female",62,56.5,38.7,3.2,1.6
112671603,"000004549","York",12,"DALLASTOWN AREA SD","YORK TWP EL SCH",4,"White",108,63.9,31.5,3.7,0.9
112671603,"000004549","York",12,"DALLASTOWN AREA SD","YORK TWP EL SCH",4,"IEP",16,18.8,56.3,18.8,6.3
112671603,"000004549","York",12,"DALLASTOWN AREA SD","YORK TWP EL SCH",4,"Economically Disadvantaged",23,43.5,52.2,4.3,0.0
112671603,"000006598","York",12,"DALLASTOWN AREA SD","DALLASTOWN AREA MS",8,"All students",499,36.9,39.9,12.6,10.6
112671603,"000006598","York",12,"DALLASTOWN AREA SD","DALLASTOWN AREA MS",8,"Male",254,41.3,35.4,13.0,10.2
112671603,"000006598","York",12,"DALLASTOWN AREA SD","DALLASTOWN AREA MS",8,"Female",245,32.2,44.5,12.2,11.0
112671603,"000006598","York",12,"DALLASTOWN AREA SD","DALLASTOWN AREA MS",8,"White",428,38.8,39.3,11.2,10.7
112671603,"000006598","York",12,"DALLASTOWN AREA SD","DALLASTOWN AREA MS",8,"Black",32,6.3,53.1,28.1,12.5
112671603,"000006598","York",12,"DALLASTOWN AREA SD","DALLASTOWN AREA MS",8,"Hispanic",19,36.8,42.1,10.5,10.5
112671603,"000006598","York",12,"DALLASTOWN AREA SD","DALLASTOWN AREA MS",8,"Asian",16,43.8,31.3,25.0,0.0
112671603,"000006598","York",12,"DALLASTOWN AREA SD","DALLASTOWN AREA MS",8,"IEP",64,14.1,25.0,23.4,37.5
112671603,"000006598","York",12,"DALLASTOWN AREA SD","DALLASTOWN AREA MS",8,"Economically Disadvantaged",81,17.3,44.4,16.0,22.2
112671603,"000004553","York",12,"DALLASTOWN AREA SD","DALLASTOWN AREA SHS",11,"All students",452,27.4,31.9,32.5,8.2
112671603,"000004553","York",12,"DALLASTOWN AREA SD","DALLASTOWN AREA SHS",11,"Male",228,30.7,32.0,27.2,10.1
112671603,"000004553","York",12,"DALLASTOWN AREA SD","DALLASTOWN AREA SHS",11,"Female",224,24.1,31.7,37.9,6.3
112671603,"000004553","York",12,"DALLASTOWN AREA SD","DALLASTOWN AREA SHS",11,"White",405,28.4,33.8,30.1,7.7
112671603,"000004553","York",12,"DALLASTOWN AREA SD","DALLASTOWN AREA SHS",11,"Black",24,12.5,8.3,54.2,25.0
112671603,"000004553","York",12,"DALLASTOWN AREA SD","DALLASTOWN AREA SHS",11,"Hispanic",10,20.0,30.0,50.0,0.0
112671603,"000004553","York",12,"DALLASTOWN AREA SD","DALLASTOWN AREA SHS",11,"Asian",11,36.4,18.2,45.5,0.0
112671603,"000004553","York",12,"DALLASTOWN AREA SD","DALLASTOWN AREA SHS",11,"IEP",56,5.4,14.3,32.1,48.2
112671603,"000004553","York",12,"DALLASTOWN AREA SD","DALLASTOWN AREA SHS",11,"Economically Disadvantaged",51,15.7,19.6,43.1,21.6
112671803,"000004554","York",12,"DOVER AREA SD","DOVER AREA EL SCH",4,"All students",64,45.3,50.0,4.7,0.0
112671803,"000004554","York",12,"DOVER AREA SD","DOVER AREA EL SCH",4,"Male",35,57.1,37.1,5.7,0.0
112671803,"000004554","York",12,"DOVER AREA SD","DOVER AREA EL SCH",4,"Female",29,31.0,65.5,3.4,0.0
112671803,"000004554","York",12,"DOVER AREA SD","DOVER AREA EL SCH",4,"White",61,45.9,50.8,3.3,0.0
112671803,"000004554","York",12,"DOVER AREA SD","DOVER AREA EL SCH",4,"Economically Disadvantaged",26,26.9,65.4,7.7,0.0
112671803,"000004555","York",12,"DOVER AREA SD","KRALLTOWN EL SCH",4,"All students",19,57.9,42.1,0.0,0.0
112671803,"000004555","York",12,"DOVER AREA SD","KRALLTOWN EL SCH",4,"Male",10,70.0,30.0,0.0,0.0
112671803,"000004555","York",12,"DOVER AREA SD","KRALLTOWN EL SCH",4,"White",19,57.9,42.1,0.0,0.0
112671803,"000004557","York",12,"DOVER AREA SD","LEIB EL SCH",4,"All students",93,50.5,43.0,6.5,0.0
112671803,"000004557","York",12,"DOVER AREA SD","LEIB EL SCH",4,"Male",52,51.9,40.4,7.7,0.0
112671803,"000004557","York",12,"DOVER AREA SD","LEIB EL SCH",4,"Female",41,48.8,46.3,4.9,0.0
112671803,"000004557","York",12,"DOVER AREA SD","LEIB EL SCH",4,"White",86,52.3,43.0,4.7,0.0
112671803,"000004557","York",12,"DOVER AREA SD","LEIB EL SCH",4,"IEP",16,37.5,56.3,6.3,0.0
112671803,"000004557","York",12,"DOVER AREA SD","LEIB EL SCH",4,"Economically Disadvantaged",19,31.6,52.6,15.8,0.0
112671803,"000004556","York",12,"DOVER AREA SD","WEIGELSTOWN EL SCH",4,"All students",72,51.4,45.8,1.4,1.4
112671803,"000004556","York",12,"DOVER AREA SD","WEIGELSTOWN EL SCH",4,"Male",43,53.5,41.9,2.3,2.3
112671803,"000004556","York",12,"DOVER AREA SD","WEIGELSTOWN EL SCH",4,"Female",29,48.3,51.7,0.0,0.0
112671803,"000004556","York",12,"DOVER AREA SD","WEIGELSTOWN EL SCH",4,"White",62,51.6,46.8,1.6,0.0
112671803,"000004556","York",12,"DOVER AREA SD","WEIGELSTOWN EL SCH",4,"IEP",12,41.7,50.0,8.3,0.0
112671803,"000004556","York",12,"DOVER AREA SD","WEIGELSTOWN EL SCH",4,"Economically Disadvantaged",21,52.4,42.9,0.0,4.8
112671803,"000006283","York",12,"DOVER AREA SD","DOVER AREA INTRMD SC",8,"All students",292,22.3,37.3,23.3,17.1
112671803,"000006283","York",12,"DOVER AREA SD","DOVER AREA INTRMD SC",8,"Male",139,28.8,41.7,19.4,10.1
112671803,"000006283","York",12,"DOVER AREA SD","DOVER AREA INTRMD SC",8,"Female",153,16.3,33.3,26.8,23.5
112671803,"000006283","York",12,"DOVER AREA SD","DOVER AREA INTRMD SC",8,"White",249,24.1,36.1,22.1,17.7
112671803,"000006283","York",12,"DOVER AREA SD","DOVER AREA INTRMD SC",8,"Black",17,17.6,47.1,17.6,17.6
112671803,"000006283","York",12,"DOVER AREA SD","DOVER AREA INTRMD SC",8,"Hispanic",19,5.3,42.1,42.1,10.5
112671803,"000006283","York",12,"DOVER AREA SD","DOVER AREA INTRMD SC",8,"IEP",32,9.4,21.9,21.9,46.9
112671803,"000006283","York",12,"DOVER AREA SD","DOVER AREA INTRMD SC",8,"Economically Disadvantaged",72,13.9,33.3,22.2,30.6
112671803,"000004558","York",12,"DOVER AREA SD","DOVER AREA HS",11,"All students",259,10.4,24.3,45.9,19.3
112671803,"000004558","York",12,"DOVER AREA SD","DOVER AREA HS",11,"Male",124,9.7,25.0,43.5,21.8
112671803,"000004558","York",12,"DOVER AREA SD","DOVER AREA HS",11,"Female",135,11.1,23.7,48.1,17.0
112671803,"000004558","York",12,"DOVER AREA SD","DOVER AREA HS",11,"White",238,10.5,25.2,47.5,16.8
112671803,"000004558","York",12,"DOVER AREA SD","DOVER AREA HS",11,"Black",14,7.1,14.3,28.6,50.0
112671803,"000004558","York",12,"DOVER AREA SD","DOVER AREA HS",11,"IEP",29,0.0,0.0,41.4,58.6
112671803,"000004558","York",12,"DOVER AREA SD","DOVER AREA HS",11,"Economically Disadvantaged",49,10.2,14.3,44.9,30.6
112672203,"000004559","York",12,"EASTERN YORK SD","CANADOCHLY EL SCH",4,"All students",57,49.1,42.1,8.8,0.0
112672203,"000004559","York",12,"EASTERN YORK SD","CANADOCHLY EL SCH",4,"Male",27,37.0,51.9,11.1,0.0
112672203,"000004559","York",12,"EASTERN YORK SD","CANADOCHLY EL SCH",4,"Female",30,60.0,33.3,6.7,0.0
112672203,"000004559","York",12,"EASTERN YORK SD","CANADOCHLY EL SCH",4,"White",54,51.9,38.9,9.3,0.0
112672203,"000004559","York",12,"EASTERN YORK SD","CANADOCHLY EL SCH",4,"IEP",10,30.0,40.0,30.0,0.0
112672203,"000004559","York",12,"EASTERN YORK SD","CANADOCHLY EL SCH",4,"Economically Disadvantaged",16,18.8,68.8,12.5,0.0
112672203,"000006285","York",12,"EASTERN YORK SD","KREUTZ CREEK EL SCH",4,"All students",55,38.2,43.6,14.5,3.6
112672203,"000006285","York",12,"EASTERN YORK SD","KREUTZ CREEK EL SCH",4,"Male",25,48.0,40.0,8.0,4.0
112672203,"000006285","York",12,"EASTERN YORK SD","KREUTZ CREEK EL SCH",4,"Female",30,30.0,46.7,20.0,3.3
112672203,"000006285","York",12,"EASTERN YORK SD","KREUTZ CREEK EL SCH",4,"White",52,40.4,40.4,15.4,3.8
112672203,"000006285","York",12,"EASTERN YORK SD","KREUTZ CREEK EL SCH",4,"Economically Disadvantaged",17,23.5,41.2,23.5,11.8
112672203,"000004563","York",12,"EASTERN YORK SD","WRIGHTSVILLE EL SCH",4,"All students",69,60.9,29.0,10.1,0.0
112672203,"000004563","York",12,"EASTERN YORK SD","WRIGHTSVILLE EL SCH",4,"Male",40,67.5,30.0,2.5,0.0
112672203,"000004563","York",12,"EASTERN YORK SD","WRIGHTSVILLE EL SCH",4,"Female",29,51.7,27.6,20.7,0.0
112672203,"000004563","York",12,"EASTERN YORK SD","WRIGHTSVILLE EL SCH",4,"White",66,62.1,27.3,10.6,0.0
112672203,"000004563","York",12,"EASTERN YORK SD","WRIGHTSVILLE EL SCH",4,"IEP",13,38.5,38.5,23.1,0.0
112672203,"000004563","York",12,"EASTERN YORK SD","WRIGHTSVILLE EL SCH",4,"Economically Disadvantaged",19,42.1,42.1,15.8,0.0
112672203,"000007439","York",12,"EASTERN YORK SD","EASTERN YORK MS",8,"All students",188,30.3,36.7,21.3,11.7
112672203,"000007439","York",12,"EASTERN YORK SD","EASTERN YORK MS",8,"Male",98,32.7,37.8,15.3,14.3
112672203,"000007439","York",12,"EASTERN YORK SD","EASTERN YORK MS",8,"Female",90,27.8,35.6,27.8,8.9
112672203,"000007439","York",12,"EASTERN YORK SD","EASTERN YORK MS",8,"White",177,31.6,36.2,21.5,10.7
112672203,"000007439","York",12,"EASTERN YORK SD","EASTERN YORK MS",8,"IEP",30,16.7,13.3,36.7,33.3
112672203,"000007439","York",12,"EASTERN YORK SD","EASTERN YORK MS",8,"Economically Disadvantaged",40,17.5,27.5,27.5,27.5
112672203,"000004564","York",12,"EASTERN YORK SD","EASTERN YORK HS",11,"All students",179,12.3,24.6,48.6,14.5
112672203,"000004564","York",12,"EASTERN YORK SD","EASTERN YORK HS",11,"Male",103,14.6,28.2,39.8,17.5
112672203,"000004564","York",12,"EASTERN YORK SD","EASTERN YORK HS",11,"Female",76,9.2,19.7,60.5,10.5
112672203,"000004564","York",12,"EASTERN YORK SD","EASTERN YORK HS",11,"White",171,12.9,24.6,49.7,12.9
112672203,"000004564","York",12,"EASTERN YORK SD","EASTERN YORK HS",11,"IEP",28,21.4,14.3,25.0,39.3
112672203,"000004564","York",12,"EASTERN YORK SD","EASTERN YORK HS",11,"Economically Disadvantaged",25,8.0,20.0,28.0,44.0
112672803,"000004565","York",12,"HANOVER PUBLIC SD","CLEARVIEW EL SCH",4,"All students",35,37.1,40.0,17.1,5.7
112672803,"000004565","York",12,"HANOVER PUBLIC SD","CLEARVIEW EL SCH",4,"Male",17,47.1,29.4,17.6,5.9
112672803,"000004565","York",12,"HANOVER PUBLIC SD","CLEARVIEW EL SCH",4,"Female",18,27.8,50.0,16.7,5.6
112672803,"000004565","York",12,"HANOVER PUBLIC SD","CLEARVIEW EL SCH",4,"White",27,40.7,44.4,14.8,0.0
112672803,"000004565","York",12,"HANOVER PUBLIC SD","CLEARVIEW EL SCH",4,"Economically Disadvantaged",10,0.0,70.0,20.0,10.0
112672803,"000004566","York",12,"HANOVER PUBLIC SD","HANOVER STREET EL SCH",4,"All students",53,26.4,35.8,32.1,5.7
112672803,"000004566","York",12,"HANOVER PUBLIC SD","HANOVER STREET EL SCH",4,"Male",24,45.8,29.2,20.8,4.2
112672803,"000004566","York",12,"HANOVER PUBLIC SD","HANOVER STREET EL SCH",4,"Female",29,10.3,41.4,41.4,6.9
112672803,"000004566","York",12,"HANOVER PUBLIC SD","HANOVER STREET EL SCH",4,"White",41,31.7,46.3,19.5,2.4
112672803,"000004566","York",12,"HANOVER PUBLIC SD","HANOVER STREET EL SCH",4,"Economically Disadvantaged",29,24.1,20.7,48.3,6.9
112672803,"000004568","York",12,"HANOVER PUBLIC SD","WASHINGTON EL SCH",4,"All students",22,72.7,22.7,0.0,4.5
112672803,"000004568","York",12,"HANOVER PUBLIC SD","WASHINGTON EL SCH",4,"Female",13,84.6,15.4,0.0,0.0
112672803,"000004568","York",12,"HANOVER PUBLIC SD","WASHINGTON EL SCH",4,"White",19,73.7,21.1,0.0,5.3
112672803,"000004570","York",12,"HANOVER PUBLIC SD","HANOVER MS",8,"All students",115,18.3,22.6,33.0,26.1
112672803,"000004570","York",12,"HANOVER PUBLIC SD","HANOVER MS",8,"Male",59,23.7,18.6,30.5,27.1
112672803,"000004570","York",12,"HANOVER PUBLIC SD","HANOVER MS",8,"Female",56,12.5,26.8,35.7,25.0
112672803,"000004570","York",12,"HANOVER PUBLIC SD","HANOVER MS",8,"White",94,20.2,25.5,36.2,18.1
112672803,"000004570","York",12,"HANOVER PUBLIC SD","HANOVER MS",8,"Hispanic",13,0.0,0.0,30.8,69.2
112672803,"000004570","York",12,"HANOVER PUBLIC SD","HANOVER MS",8,"IEP",17,0.0,17.6,29.4,52.9
112672803,"000004570","York",12,"HANOVER PUBLIC SD","HANOVER MS",8,"Economically Disadvantaged",37,5.4,24.3,35.1,35.1
112672803,"000004571","York",12,"HANOVER PUBLIC SD","HANOVER SHS",11,"All students",108,13.0,13.0,46.3,27.8
112672803,"000004571","York",12,"HANOVER PUBLIC SD","HANOVER SHS",11,"Male",57,10.5,10.5,47.4,31.6
112672803,"000004571","York",12,"HANOVER PUBLIC SD","HANOVER SHS",11,"Female",50,16.0,16.0,44.0,24.0
112672803,"000004571","York",12,"HANOVER PUBLIC SD","HANOVER SHS",11,"White",96,14.6,13.5,47.9,24.0
112672803,"000004571","York",12,"HANOVER PUBLIC SD","HANOVER SHS",11,"IEP",17,5.9,0.0,17.6,76.5
112672803,"000004571","York",12,"HANOVER PUBLIC SD","HANOVER SHS",11,"Economically Disadvantaged",17,0.0,0.0,41.2,58.8
112673500,"000007675","York",12,"LINCOLN CHARTER SCHOOL","LINCOLN CHARTER SCHOOL",4,"All students",103,23.3,59.2,9.7,7.8
112673500,"000007675","York",12,"LINCOLN CHARTER SCHOOL","LINCOLN CHARTER SCHOOL",4,"Male",37,32.4,45.9,10.8,10.8
112673500,"000007675","York",12,"LINCOLN CHARTER SCHOOL","LINCOLN CHARTER SCHOOL",4,"Female",66,18.2,66.7,9.1,6.1
112673500,"000007675","York",12,"LINCOLN CHARTER SCHOOL","LINCOLN CHARTER SCHOOL",4,"White",15,53.3,40.0,0.0,6.7
112673500,"000007675","York",12,"LINCOLN CHARTER SCHOOL","LINCOLN CHARTER SCHOOL",4,"Black",47,21.3,59.6,6.4,12.8
112673500,"000007675","York",12,"LINCOLN CHARTER SCHOOL","LINCOLN CHARTER SCHOOL",4,"Hispanic",40,12.5,67.5,17.5,2.5
112673500,"000007675","York",12,"LINCOLN CHARTER SCHOOL","LINCOLN CHARTER SCHOOL",4,"IEP",18,11.1,38.9,22.2,27.8
112673500,"000007675","York",12,"LINCOLN CHARTER SCHOOL","LINCOLN CHARTER SCHOOL",4,"Economically Disadvantaged",98,21.4,60.2,10.2,8.2
181677919,"000007942","York",12,"NEW HOPE ACADEMY CS","NEW HOPE ACADEMY CS",8,"All students",80,0.0,10.0,20.0,70.0
181677919,"000007942","York",12,"NEW HOPE ACADEMY CS","NEW HOPE ACADEMY CS",8,"Male",39,0.0,15.4,17.9,66.7
181677919,"000007942","York",12,"NEW HOPE ACADEMY CS","NEW HOPE ACADEMY CS",8,"Female",41,0.0,4.9,22.0,73.2
181677919,"000007942","York",12,"NEW HOPE ACADEMY CS","NEW HOPE ACADEMY CS",8,"Black",28,0.0,7.1,21.4,71.4
181677919,"000007942","York",12,"NEW HOPE ACADEMY CS","NEW HOPE ACADEMY CS",8,"Hispanic",36,0.0,8.3,16.7,75.0
181677919,"000007942","York",12,"NEW HOPE ACADEMY CS","NEW HOPE ACADEMY CS",8,"Multi-ethnic",11,0.0,18.2,27.3,54.5
181677919,"000007942","York",12,"NEW HOPE ACADEMY CS","NEW HOPE ACADEMY CS",8,"IEP",19,0.0,5.3,0.0,94.7
181677919,"000007942","York",12,"NEW HOPE ACADEMY CS","NEW HOPE ACADEMY CS",8,"Economically Disadvantaged",51,0.0,7.8,17.6,74.5
112674403,"000007962","York",12,"NORTHEASTERN YORK SD","SHALLOW BROOK INTERM SCHOOL",4,"All students",125,39.2,47.2,12.8,0.8
112674403,"000007962","York",12,"NORTHEASTERN YORK SD","SHALLOW BROOK INTERM SCHOOL",4,"Male",59,39.0,47.5,13.6,0.0
112674403,"000007962","York",12,"NORTHEASTERN YORK SD","SHALLOW BROOK INTERM SCHOOL",4,"Female",66,39.4,47.0,12.1,1.5
112674403,"000007962","York",12,"NORTHEASTERN YORK SD","SHALLOW BROOK INTERM SCHOOL",4,"White",96,44.8,43.8,10.4,1.0
112674403,"000007962","York",12,"NORTHEASTERN YORK SD","SHALLOW BROOK INTERM SCHOOL",4,"Black",22,22.7,59.1,18.2,0.0
112674403,"000007962","York",12,"NORTHEASTERN YORK SD","SHALLOW BROOK INTERM SCHOOL",4,"IEP",23,13.0,69.6,17.4,0.0
112674403,"000007962","York",12,"NORTHEASTERN YORK SD","SHALLOW BROOK INTERM SCHOOL",4,"Economically Disadvantaged",40,30.0,60.0,10.0,0.0
112674403,"000007644","York",12,"NORTHEASTERN YORK SD","SPRING FORGE INTERMED SCH",4,"All students",156,28.8,57.7,9.6,3.8
112674403,"000007644","York",12,"NORTHEASTERN YORK SD","SPRING FORGE INTERMED SCH",4,"Male",80,32.5,53.8,10.0,3.8
112674403,"000007644","York",12,"NORTHEASTERN YORK SD","SPRING FORGE INTERMED SCH",4,"Female",76,25.0,61.8,9.2,3.9
112674403,"000007644","York",12,"NORTHEASTERN YORK SD","SPRING FORGE INTERMED SCH",4,"White",124,31.5,56.5,8.9,3.2
112674403,"000007644","York",12,"NORTHEASTERN YORK SD","SPRING FORGE INTERMED SCH",4,"Black",21,14.3,66.7,9.5,9.5
112674403,"000007644","York",12,"NORTHEASTERN YORK SD","SPRING FORGE INTERMED SCH",4,"IEP",28,10.7,60.7,21.4,7.1
112674403,"000007644","York",12,"NORTHEASTERN YORK SD","SPRING FORGE INTERMED SCH",4,"Economically Disadvantaged",59,18.6,62.7,13.6,5.1
112674403,"000004578","York",12,"NORTHEASTERN YORK SD","NORTHEASTERN MS",8,"All students",266,31.2,39.8,19.2,9.8
112674403,"000004578","York",12,"NORTHEASTERN YORK SD","NORTHEASTERN MS",8,"Male",130,26.9,42.3,18.5,12.3
112674403,"000004578","York",12,"NORTHEASTERN YORK SD","NORTHEASTERN MS",8,"Female",136,35.3,37.5,19.9,7.4
112674403,"000004578","York",12,"NORTHEASTERN YORK SD","NORTHEASTERN MS",8,"White",231,32.0,40.7,17.7,9.5
112674403,"000004578","York",12,"NORTHEASTERN YORK SD","NORTHEASTERN MS",8,"Black",25,16.0,32.0,36.0,16.0
112674403,"000004578","York",12,"NORTHEASTERN YORK SD","NORTHEASTERN MS",8,"IEP",43,4.7,23.3,32.6,39.5
112674403,"000004578","York",12,"NORTHEASTERN YORK SD","NORTHEASTERN MS",8,"Economically Disadvantaged",90,21.1,38.9,25.6,14.4
112674403,"000004577","York",12,"NORTHEASTERN YORK SD","NORTHEASTERN SHS",11,"All students",250,13.2,28.4,46.8,11.6
112674403,"000004577","York",12,"NORTHEASTERN YORK SD","NORTHEASTERN SHS",11,"Male",110,18.2,30.9,38.2,12.7
112674403,"000004577","York",12,"NORTHEASTERN YORK SD","NORTHEASTERN SHS",11,"Female",140,9.3,26.4,53.6,10.7
112674403,"000004577","York",12,"NORTHEASTERN YORK SD","NORTHEASTERN SHS",11,"White",214,15.4,30.4,45.8,8.4
112674403,"000004577","York",12,"NORTHEASTERN YORK SD","NORTHEASTERN SHS",11,"Black",28,0.0,14.3,57.1,28.6
112674403,"000004577","York",12,"NORTHEASTERN YORK SD","NORTHEASTERN SHS",11,"IEP",33,0.0,3.0,48.5,48.5
112674403,"000004577","York",12,"NORTHEASTERN YORK SD","NORTHEASTERN SHS",11,"Economically Disadvantaged",54,5.6,16.7,50.0,27.8
115674603,"000004579","York",15,"NORTHERN YORK CO SD","DILLSBURG EL SCH",4,"All students",65,60.0,35.4,4.6,0.0
115674603,"000004579","York",15,"NORTHERN YORK CO SD","DILLSBURG EL SCH",4,"Male",37,59.5,37.8,2.7,0.0
115674603,"000004579","York",15,"NORTHERN YORK CO SD","DILLSBURG EL SCH",4,"Female",28,60.7,32.1,7.1,0.0
115674603,"000004579","York",15,"NORTHERN YORK CO SD","DILLSBURG EL SCH",4,"White",61,59.0,36.1,4.9,0.0
115674603,"000004579","York",15,"NORTHERN YORK CO SD","DILLSBURG EL SCH",4,"IEP",11,54.5,36.4,9.1,0.0
115674603,"000004579","York",15,"NORTHERN YORK CO SD","DILLSBURG EL SCH",4,"Economically Disadvantaged",11,36.4,45.5,18.2,0.0
115674603,"000004581","York",15,"NORTHERN YORK CO SD","NORTHERN EL SCH",4,"All students",51,47.1,52.9,0.0,0.0
115674603,"000004581","York",15,"NORTHERN YORK CO SD","NORTHERN EL SCH",4,"Male",30,53.3,46.7,0.0,0.0
115674603,"000004581","York",15,"NORTHERN YORK CO SD","NORTHERN EL SCH",4,"Female",21,38.1,61.9,0.0,0.0
115674603,"000004581","York",15,"NORTHERN YORK CO SD","NORTHERN EL SCH",4,"White",49,44.9,55.1,0.0,0.0
115674603,"000007572","York",15,"NORTHERN YORK CO SD","SOUTH MOUNTAIN EL SCH",4,"All students",79,69.6,29.1,1.3,0.0
115674603,"000007572","York",15,"NORTHERN YORK CO SD","SOUTH MOUNTAIN EL SCH",4,"Male",43,72.1,27.9,0.0,0.0
115674603,"000007572","York",15,"NORTHERN YORK CO SD","SOUTH MOUNTAIN EL SCH",4,"Female",36,66.7,30.6,2.8,0.0
115674603,"000007572","York",15,"NORTHERN YORK CO SD","SOUTH MOUNTAIN EL SCH",4,"White",77,68.8,29.9,1.3,0.0
115674603,"000004580","York",15,"NORTHERN YORK CO SD","WELLSVILLE CAMPUS",4,"All students",30,33.3,60.0,6.7,0.0
115674603,"000004580","York",15,"NORTHERN YORK CO SD","WELLSVILLE CAMPUS",4,"Male",17,35.3,58.8,5.9,0.0
115674603,"000004580","York",15,"NORTHERN YORK CO SD","WELLSVILLE CAMPUS",4,"Female",13,30.8,61.5,7.7,0.0
115674603,"000004580","York",15,"NORTHERN YORK CO SD","WELLSVILLE CAMPUS",4,"White",30,33.3,60.0,6.7,0.0
115674603,"000006346","York",15,"NORTHERN YORK CO SD","NORTHERN MS",8,"All students",244,32.8,38.5,17.6,11.1
115674603,"000006346","York",15,"NORTHERN YORK CO SD","NORTHERN MS",8,"Male",137,38.0,37.2,16.8,8.0
115674603,"000006346","York",15,"NORTHERN YORK CO SD","NORTHERN MS",8,"Female",107,26.2,40.2,18.7,15.0
115674603,"000006346","York",15,"NORTHERN YORK CO SD","NORTHERN MS",8,"White",237,33.3,38.4,17.7,10.5
115674603,"000006346","York",15,"NORTHERN YORK CO SD","NORTHERN MS",8,"IEP",29,10.3,20.7,41.4,27.6
115674603,"000006346","York",15,"NORTHERN YORK CO SD","NORTHERN MS",8,"Economically Disadvantaged",24,16.7,41.7,16.7,25.0
115674603,"000006345","York",15,"NORTHERN YORK CO SD","NORTHERN HS",11,"All students",248,19.4,27.4,37.5,15.7
115674603,"000006345","York",15,"NORTHERN YORK CO SD","NORTHERN HS",11,"Male",122,18.0,23.8,38.5,19.7
115674603,"000006345","York",15,"NORTHERN YORK CO SD","NORTHERN HS",11,"Female",126,20.6,31.0,36.5,11.9
115674603,"000006345","York",15,"NORTHERN YORK CO SD","NORTHERN HS",11,"White",235,20.0,28.5,36.6,14.9
115674603,"000006345","York",15,"NORTHERN YORK CO SD","NORTHERN HS",11,"IEP",28,7.1,7.1,32.1,53.6
115674603,"000006345","York",15,"NORTHERN YORK CO SD","NORTHERN HS",11,"Economically Disadvantaged",12,25.0,8.3,33.3,33.3
112675503,"000004592","York",12,"RED LION AREA SD","CHANCEFORD EL SCH",4,"All students",32,50.0,43.8,6.3,0.0
112675503,"000004592","York",12,"RED LION AREA SD","CHANCEFORD EL SCH",4,"Male",18,55.6,44.4,0.0,0.0
112675503,"000004592","York",12,"RED LION AREA SD","CHANCEFORD EL SCH",4,"Female",14,42.9,42.9,14.3,0.0
112675503,"000004592","York",12,"RED LION AREA SD","CHANCEFORD EL SCH",4,"White",32,50.0,43.8,6.3,0.0
112675503,"000006837","York",12,"RED LION AREA SD","CLEARVIEW EL SCH",4,"All students",42,33.3,59.5,4.8,2.4
112675503,"000006837","York",12,"RED LION AREA SD","CLEARVIEW EL SCH",4,"Male",24,37.5,58.3,0.0,4.2
112675503,"000006837","York",12,"RED LION AREA SD","CLEARVIEW EL SCH",4,"Female",18,27.8,61.1,11.1,0.0
112675503,"000006837","York",12,"RED LION AREA SD","CLEARVIEW EL SCH",4,"White",40,32.5,60.0,5.0,2.5
112675503,"000004596","York",12,"RED LION AREA SD","EDGAR MOORE EL SCH",4,"All students",46,56.5,39.1,4.3,0.0
112675503,"000004596","York",12,"RED LION AREA SD","EDGAR MOORE EL SCH",4,"Male",23,43.5,47.8,8.7,0.0
112675503,"000004596","York",12,"RED LION AREA SD","EDGAR MOORE EL SCH",4,"Female",23,69.6,30.4,0.0,0.0
112675503,"000004596","York",12,"RED LION AREA SD","EDGAR MOORE EL SCH",4,"White",42,54.8,40.5,4.8,0.0
112675503,"000004596","York",12,"RED LION AREA SD","EDGAR MOORE EL SCH",4,"Economically Disadvantaged",18,50.0,38.9,11.1,0.0
